source_subject,target_subject,proxy_a_distance,coral_distance,proxy_rank,coral_rank,selection_score,probe_selected_count,probe_selected_fraction_of_cap,probe_candidate_coverage,probe_pseudo_balance,probe_agreement,probe_trial_coherence,probe_mean_selected_conf,probe_transferability_score,selection_stage,selected_source
s32,s09,2.0,9.632706040545367,1.0,4.0,5.0,60.0,1.0,0.21982758620689655,1.0,1.0,0.7620689655172413,0.8989166934343411,0.7913251450165447,stage2_probe,s14
s05,s09,2.0,9.452912997796682,1.0,3.0,4.0,60.0,1.0,0.21293103448275863,1.0,1.0,0.7413793103448275,0.9109914071112128,0.7864116393210778,stage2_probe,s14
s17,s09,2.0,9.908076549547589,1.0,6.0,7.0,,,,,,,,,stage1_pruned,s14
s13,s09,2.0,9.96584273989535,1.0,7.0,8.0,,,,,,,,,stage1_pruned,s14
s26,s09,2.0,9.968626338801503,1.0,8.0,9.0,,,,,,,,,stage1_pruned,s14
s10,s09,2.0,9.971788232797396,1.0,9.0,10.0,,,,,,,,,stage1_pruned,s14
s18,s09,2.0,9.993860159598391,1.0,10.0,11.0,,,,,,,,,stage1_pruned,s14
s19,s09,2.0,10.094861390063043,1.0,11.0,12.0,,,,,,,,,stage1_pruned,s14
s08,s09,2.0,10.140724327476564,1.0,12.0,13.0,,,,,,,,,stage1_pruned,s14
s15,s09,2.0,10.223003631621104,1.0,13.0,14.0,,,,,,,,,stage1_pruned,s14
s06,s09,2.0,10.259675343784334,1.0,14.0,15.0,,,,,,,,,stage1_pruned,s14
s12,s09,2.0,10.301795850798106,1.0,15.0,16.0,,,,,,,,,stage1_pruned,s14
s02,s09,2.0,10.33593837199684,1.0,16.0,17.0,,,,,,,,,stage1_pruned,s14
s20,s09,2.0,10.374320232345788,1.0,17.0,18.0,,,,,,,,,stage1_pruned,s14
s28,s09,2.0,10.411618511544953,1.0,18.0,19.0,,,,,,,,,stage1_pruned,s14
s04,s09,2.0,10.429397195513747,1.0,19.0,20.0,,,,,,,,,stage1_pruned,s14
s16,s09,2.0,10.476892868738709,1.0,20.0,21.0,,,,,,,,,stage1_pruned,s14
s30,s09,2.0,10.56158792047733,1.0,21.0,22.0,,,,,,,,,stage1_pruned,s14
s07,s09,2.0,10.596687487639832,1.0,22.0,23.0,,,,,,,,,stage1_pruned,s14
s21,s09,2.0,10.97464876560553,1.0,23.0,24.0,,,,,,,,,stage1_pruned,s14
s25,s09,2.0,11.017152930736156,1.0,24.0,25.0,,,,,,,,,stage1_pruned,s14
s29,s09,2.0,11.232166700664429,1.0,25.0,26.0,,,,,,,,,stage1_pruned,s14
s03,s09,2.0,11.708260380750783,1.0,26.0,27.0,,,,,,,,,stage1_pruned,s14
s27,s09,2.0,11.729389742798155,1.0,27.0,28.0,,,,,,,,,stage1_pruned,s14
s22,s09,2.0,11.917563346341314,1.0,28.0,29.0,,,,,,,,,stage1_pruned,s14
s23,s09,2.0,12.010941623366945,1.0,29.0,30.0,,,,,,,,,stage1_pruned,s14
s11,s09,2.0,12.331641507044681,1.0,30.0,31.0,,,,,,,,,stage1_pruned,s14
s01,s09,2.0,13.535649817826018,1.0,31.0,32.0,,,,,,,,,stage1_pruned,s14
s16,s10,2.0,7.68346174412253,1.0,4.0,5.0,60.0,1.0,0.5,1.0,1.0,0.7741379310344827,0.9697453184851241,0.8533148521311528,stage2_probe,s16
s19,s10,2.0,6.969381209424388,1.0,2.0,3.0,60.0,1.0,0.4224137931034483,1.0,1.0,0.743103448275862,0.9659759820713375,0.8314022473794289,stage2_probe,s16
s06,s10,2.0,6.945721199083315,1.0,1.0,2.0,60.0,1.0,0.15086206896551724,1.0,1.0,0.7137931034482758,0.8881854513769828,0.7673403070516078,stage2_probe,s16
s08,s10,2.0,7.82499346407384,1.0,5.0,6.0,60.0,1.0,0.16206896551724137,1.0,1.0,0.7112068965517241,0.8508860899025266,0.7671994769089195,stage2_probe,s16
s32,s10,2.0,7.359953167442614,1.0,3.0,4.0,60.0,1.0,0.11293103448275862,1.0,1.0,0.6913793103448276,0.8297608331200509,0.7523501106215197,stage2_probe,s16
s15,s10,2.0,7.983912143540416,1.0,6.0,7.0,,,,,,,,,stage1_pruned,s16
s31,s10,2.0,8.408118032185623,1.0,7.0,8.0,,,,,,,,,stage1_pruned,s16
s05,s10,2.0,8.863939482059914,1.0,8.0,9.0,,,,,,,,,stage1_pruned,s16
s13,s10,2.0,8.945351620012215,1.0,9.0,10.0,,,,,,,,,stage1_pruned,s16
s07,s10,2.0,9.0454889460455,1.0,10.0,11.0,,,,,,,,,stage1_pruned,s16
s21,s10,2.0,9.183495728611314,1.0,11.0,12.0,,,,,,,,,stage1_pruned,s16
s23,s10,2.0,9.213573777455121,1.0,12.0,13.0,,,,,,,,,stage1_pruned,s16
s18,s10,2.0,9.263602260618597,1.0,13.0,14.0,,,,,,,,,stage1_pruned,s16
s27,s10,2.0,9.333944196952862,1.0,14.0,15.0,,,,,,,,,stage1_pruned,s16
s14,s10,2.0,9.377326486002827,1.0,15.0,16.0,,,,,,,,,stage1_pruned,s16
s20,s10,2.0,9.399978338732224,1.0,16.0,17.0,,,,,,,,,stage1_pruned,s16
s17,s10,2.0,9.456470334406417,1.0,17.0,18.0,,,,,,,,,stage1_pruned,s16
s29,s10,2.0,9.675366385585466,1.0,18.0,19.0,,,,,,,,,stage1_pruned,s16
s03,s10,2.0,9.747951697095488,1.0,19.0,20.0,,,,,,,,,stage1_pruned,s16
s09,s10,2.0,9.965329754704033,1.0,20.0,21.0,,,,,,,,,stage1_pruned,s16
s30,s10,2.0,10.002991926627413,1.0,21.0,22.0,,,,,,,,,stage1_pruned,s16
s02,s10,2.0,10.008899957323255,1.0,22.0,23.0,,,,,,,,,stage1_pruned,s16
s28,s10,2.0,10.043749062693758,1.0,23.0,24.0,,,,,,,,,stage1_pruned,s16
s04,s10,2.0,10.143313656713305,1.0,24.0,25.0,,,,,,,,,stage1_pruned,s16
s24,s10,2.0,10.182497512435374,1.0,25.0,26.0,,,,,,,,,stage1_pruned,s16
s12,s10,2.0,10.232368722597483,1.0,26.0,27.0,,,,,,,,,stage1_pruned,s16
s26,s10,2.0,10.24146678418497,1.0,27.0,28.0,,,,,,,,,stage1_pruned,s16
s25,s10,2.0,11.31543013799365,1.0,28.0,29.0,,,,,,,,,stage1_pruned,s16
s01,s10,2.0,11.334938829431639,1.0,29.0,30.0,,,,,,,,,stage1_pruned,s16
s22,s10,2.0,12.708007813069507,1.0,30.0,31.0,,,,,,,,,stage1_pruned,s16
s11,s10,2.0,12.876573336645237,1.0,31.0,32.0,,,,,,,,,stage1_pruned,s16
s22,s11,2.0,10.117549211770037,1.0,2.0,3.0,60.0,1.0,0.4836206896551724,1.0,1.0,0.7491379310344828,0.9729079488988355,0.8451971215828727,stage2_probe,s22
s25,s11,2.0,10.049997312395204,1.0,1.0,2.0,60.0,1.0,0.41293103448275864,1.0,1.0,0.7801724137931034,0.963274310130617,0.8367844051617033,stage2_probe,s22
s04,s11,2.0,10.29694898404781,1.0,3.0,4.0,60.0,1.0,0.20603448275862069,1.0,1.0,0.8155172413793104,0.8941913830015885,0.7990199139776656,stage2_probe,s22
s02,s11,2.0,11.829796041323021,1.0,5.0,6.0,60.0,1.0,0.26120689655172413,1.0,1.0,0.7189655172413792,0.8929273576311616,0.7906808506401789,stage2_probe,s22
s24,s11,2.0,11.569892474708661,1.0,4.0,5.0,60.0,1.0,0.11982758620689656,1.0,1.0,0.7491379310344828,0.8235943751798693,0.7649728222072694,stage2_probe,s22
s12,s11,2.0,11.990547304340677,1.0,6.0,7.0,,,,,,,,,stage1_pruned,s22
s09,s11,2.0,12.340580020563413,1.0,7.0,8.0,,,,,,,,,stage1_pruned,s22
s28,s11,2.0,12.711805126709049,1.0,8.0,9.0,,,,,,,,,stage1_pruned,s22
s17,s11,2.0,12.746222054004166,1.0,9.0,10.0,,,,,,,,,stage1_pruned,s22
s14,s11,2.0,12.790370620361491,1.0,10.0,11.0,,,,,,,,,stage1_pruned,s22
s06,s11,2.0,12.947596955678039,1.0,11.0,12.0,,,,,,,,,stage1_pruned,s22
s10,s11,2.0,13.009920027666807,1.0,12.0,13.0,,,,,,,,,stage1_pruned,s22
s18,s11,2.0,13.13390018127111,1.0,13.0,14.0,,,,,,,,,stage1_pruned,s22
s05,s11,2.0,13.164138762385432,1.0,14.0,15.0,,,,,,,,,stage1_pruned,s22
s26,s11,2.0,13.179231426321838,1.0,15.0,16.0,,,,,,,,,stage1_pruned,s22
s32,s11,2.0,13.328238328448522,1.0,16.0,17.0,,,,,,,,,stage1_pruned,s22
s13,s11,2.0,13.369128648658114,1.0,17.0,18.0,,,,,,,,,stage1_pruned,s22
s16,s11,2.0,13.400610724060973,1.0,18.0,19.0,,,,,,,,,stage1_pruned,s22
s19,s11,2.0,13.422092011058158,1.0,19.0,20.0,,,,,,,,,stage1_pruned,s22
s08,s11,2.0,13.452120022910728,1.0,20.0,21.0,,,,,,,,,stage1_pruned,s22
s07,s11,2.0,13.465659719563247,1.0,21.0,22.0,,,,,,,,,stage1_pruned,s22
s21,s11,2.0,13.465735091991109,1.0,22.0,23.0,,,,,,,,,stage1_pruned,s22
s15,s11,2.0,13.582197427556919,1.0,23.0,24.0,,,,,,,,,stage1_pruned,s22
s31,s11,2.0,13.67634332952401,1.0,24.0,25.0,,,,,,,,,stage1_pruned,s22
s20,s11,2.0,13.68137719104413,1.0,25.0,26.0,,,,,,,,,stage1_pruned,s22
s03,s11,2.0,13.71615189737327,1.0,26.0,27.0,,,,,,,,,stage1_pruned,s22
s30,s11,2.0,13.817209839562226,1.0,27.0,28.0,,,,,,,,,stage1_pruned,s22
s29,s11,2.0,13.820081103021362,1.0,28.0,29.0,,,,,,,,,stage1_pruned,s22
s23,s11,2.0,14.017667146666072,1.0,29.0,30.0,,,,,,,,,stage1_pruned,s22
s27,s11,2.0,14.035294958057197,1.0,30.0,31.0,,,,,,,,,stage1_pruned,s22
s01,s11,2.0,14.392265169371113,1.0,31.0,32.0,,,,,,,,,stage1_pruned,s22
s18,s12,2.0,9.221332545736184,2.0,3.0,5.0,60.0,1.0,0.8146551724137931,1.0,1.0,0.8310344827586207,0.9917374745394084,0.9287248047614532,stage2_probe,s18
s28,s12,2.0,8.51308097766318,2.0,1.0,3.0,60.0,1.0,0.5310344827586206,1.0,1.0,0.8206896551724139,0.9911611952486736,0.8699028873486406,stage2_probe,s18
s13,s12,2.0,9.639470848803654,2.0,5.0,7.0,60.0,1.0,0.5801724137931035,1.0,1.0,0.6810344827586208,0.9923590610469716,0.8518593323626934,stage2_probe,s18
s16,s12,2.0,9.613991283039379,2.0,4.0,6.0,60.0,1.0,0.3689655172413793,1.0,1.0,0.7810344827586206,0.9681894915539278,0.8284094745776964,stage2_probe,s18
s06,s12,2.0,8.964895284270053,2.0,2.0,4.0,60.0,1.0,0.25775862068965516,1.0,1.0,0.7482758620689655,0.8979248350954568,0.796103138306497,stage2_probe,s18
s26,s12,2.0,9.733212912689929,2.0,6.0,8.0,,,,,,,,,stage1_pruned,s18
s07,s12,2.0,9.801747011169239,2.0,7.0,9.0,,,,,,,,,stage1_pruned,s18
s08,s12,2.0,9.891299377493217,2.0,8.0,10.0,,,,,,,,,stage1_pruned,s18
s15,s12,2.0,9.911485642421225,2.0,9.0,11.0,,,,,,,,,stage1_pruned,s18
s05,s12,2.0,10.025427784367151,2.0,10.0,12.0,,,,,,,,,stage1_pruned,s18
s04,s12,2.0,10.096463529718179,2.0,11.0,13.0,,,,,,,,,stage1_pruned,s18
s32,s12,2.0,10.18293313514975,2.0,12.0,14.0,,,,,,,,,stage1_pruned,s18
s09,s12,2.0,10.215477495981464,2.0,13.0,15.0,,,,,,,,,stage1_pruned,s18
s10,s12,2.0,10.23202742233374,2.0,14.0,16.0,,,,,,,,,stage1_pruned,s18
s19,s12,2.0,10.266866428546434,2.0,15.0,17.0,,,,,,,,,stage1_pruned,s18
s02,s12,2.0,10.290132688499002,2.0,16.0,18.0,,,,,,,,,stage1_pruned,s18
s20,s12,2.0,10.318840116399649,2.0,17.0,19.0,,,,,,,,,stage1_pruned,s18
s14,s12,2.0,10.355308458325032,2.0,18.0,20.0,,,,,,,,,stage1_pruned,s18
s17,s12,2.0,10.526043743411664,2.0,19.0,21.0,,,,,,,,,stage1_pruned,s18
s31,s12,2.0,10.806776223768917,2.0,20.0,22.0,,,,,,,,,stage1_pruned,s18
s30,s12,2.0,10.951285913938442,2.0,21.0,23.0,,,,,,,,,stage1_pruned,s18
s03,s12,2.0,11.033185189834574,2.0,22.0,24.0,,,,,,,,,stage1_pruned,s18
s29,s12,1.9833333333333334,11.147998408383701,1.0,24.0,25.0,,,,,,,,,stage1_pruned,s18
s25,s12,2.0,11.082793003559622,2.0,23.0,25.0,,,,,,,,,stage1_pruned,s18
s24,s12,2.0,11.287549997341157,2.0,25.0,27.0,,,,,,,,,stage1_pruned,s18
s21,s12,2.0,11.368686647365244,2.0,26.0,28.0,,,,,,,,,stage1_pruned,s18
s27,s12,2.0,11.608359176525907,2.0,27.0,29.0,,,,,,,,,stage1_pruned,s18
s22,s12,2.0,11.957816951866779,2.0,28.0,30.0,,,,,,,,,stage1_pruned,s18
s23,s12,2.0,11.980962188597765,2.0,29.0,31.0,,,,,,,,,stage1_pruned,s18
s11,s12,2.0,12.016635225156385,2.0,30.0,32.0,,,,,,,,,stage1_pruned,s18
s01,s12,2.0,13.275799838895514,2.0,31.0,33.0,,,,,,,,,stage1_pruned,s18
s15,s13,2.0,8.773285742499864,2.0,3.0,5.0,60.0,1.0,0.3775862068965517,1.0,1.0,0.7991379310344827,0.945705674428511,0.8326301113076325,stage2_probe,s15
s10,s13,2.0,8.919967174519662,2.0,4.0,6.0,60.0,1.0,0.33706896551724136,1.0,1.0,0.7353448275862069,0.9267198460676679,0.810818750924073,stage2_probe,s15
s19,s13,2.0,8.636196461662355,2.0,2.0,4.0,60.0,1.0,0.21724137931034482,1.0,1.0,0.7629310344827586,0.9001061956662342,0.7910397925419325,stage2_probe,s15
s18,s13,2.0,8.934051492140936,2.0,5.0,7.0,51.0,0.85,0.2396551724137931,0.7,1.0,0.7758620689655172,0.8962177777220367,0.7154143371619639,stage2_probe,s15
s08,s13,2.0,8.466998733305473,2.0,1.0,3.0,45.0,0.75,0.03879310344827586,0.875,1.0,0.7275862068965517,0.7847250554389461,0.6800121148409128,stage2_probe,s15
s06,s13,2.0,9.021499897327631,2.0,6.0,8.0,,,,,,,,,stage1_pruned,s15
s26,s13,2.0,9.03342535662053,2.0,7.0,9.0,,,,,,,,,stage1_pruned,s15
s31,s13,2.0,9.140519479793552,2.0,8.0,10.0,,,,,,,,,stage1_pruned,s15
s16,s13,2.0,9.15372944014824,2.0,9.0,11.0,,,,,,,,,stage1_pruned,s15
s20,s13,1.9833333333333334,9.224899684009673,1.0,11.0,12.0,,,,,,,,,stage1_pruned,s15
s17,s13,2.0,9.222386982951496,2.0,10.0,12.0,,,,,,,,,stage1_pruned,s15
s32,s13,2.0,9.226583896925098,2.0,12.0,14.0,,,,,,,,,stage1_pruned,s15
s07,s13,2.0,9.280620957010818,2.0,13.0,15.0,,,,,,,,,stage1_pruned,s15
s12,s13,2.0,9.527346581139822,2.0,14.0,16.0,,,,,,,,,stage1_pruned,s15
s28,s13,2.0,9.666866638418814,2.0,15.0,17.0,,,,,,,,,stage1_pruned,s15
s05,s13,2.0,9.736854713939222,2.0,16.0,18.0,,,,,,,,,stage1_pruned,s15
s09,s13,2.0,9.760048342129227,2.0,17.0,19.0,,,,,,,,,stage1_pruned,s15
s30,s13,2.0,9.928376948040073,2.0,18.0,20.0,,,,,,,,,stage1_pruned,s15
s14,s13,2.0,10.027188772442315,2.0,19.0,21.0,,,,,,,,,stage1_pruned,s15
s29,s13,2.0,10.218584852875276,2.0,20.0,22.0,,,,,,,,,stage1_pruned,s15
s21,s13,2.0,10.328931580273622,2.0,21.0,23.0,,,,,,,,,stage1_pruned,s15
s27,s13,2.0,10.756377904601832,2.0,22.0,24.0,,,,,,,,,stage1_pruned,s15
s02,s13,2.0,10.870685539215245,2.0,23.0,25.0,,,,,,,,,stage1_pruned,s15
s04,s13,2.0,10.900335918990413,2.0,24.0,26.0,,,,,,,,,stage1_pruned,s15
s24,s13,2.0,11.1465610307698,2.0,25.0,27.0,,,,,,,,,stage1_pruned,s15
s23,s13,2.0,11.475323590638737,2.0,26.0,28.0,,,,,,,,,stage1_pruned,s15
s03,s13,2.0,11.638344699867,2.0,27.0,29.0,,,,,,,,,stage1_pruned,s15
s25,s13,2.0,12.152780221209746,2.0,28.0,30.0,,,,,,,,,stage1_pruned,s15
s01,s13,2.0,12.672450724026492,2.0,29.0,31.0,,,,,,,,,stage1_pruned,s15
s22,s13,2.0,12.800155702788958,2.0,30.0,32.0,,,,,,,,,stage1_pruned,s15
s11,s13,2.0,13.293746054434918,2.0,31.0,33.0,,,,,,,,,stage1_pruned,s15
s09,s14,2.0,9.08922102208317,2.0,3.0,5.0,60.0,1.0,0.4689655172413793,1.0,1.0,0.7586206896551724,0.9566989491970924,0.843352188839165,stage2_probe,s09
s05,s14,2.0,9.31930573522976,2.0,4.0,6.0,60.0,1.0,0.24913793103448276,1.0,1.0,0.7974137931034482,0.8926452820557765,0.8039426089303751,stage2_probe,s09
s16,s14,2.0,9.37977980517609,2.0,5.0,7.0,60.0,1.0,0.20086206896551725,1.0,1.0,0.8198275862068964,0.8633247212767758,0.7973041670983216,stage2_probe,s09
s32,s14,2.0,8.90721634878563,2.0,1.0,3.0,60.0,1.0,0.13879310344827586,1.0,1.0,0.7241379310344828,0.8354814633219637,0.76436028006265,stage2_probe,s09
s15,s14,2.0,8.94722718110911,2.0,2.0,4.0,60.0,1.0,0.12327586206896551,1.0,1.0,0.7025862068965518,0.8593525781813778,0.7581400427021724,stage2_probe,s09
s26,s14,2.0,9.38131750614432,2.0,6.0,8.0,,,,,,,,,stage1_pruned,s09
s08,s14,2.0,9.40126191914286,2.0,7.0,9.0,,,,,,,,,stage1_pruned,s09
s10,s14,2.0,9.441271710051348,2.0,8.0,10.0,,,,,,,,,stage1_pruned,s09
s18,s14,2.0,9.5227390553661,2.0,9.0,11.0,,,,,,,,,stage1_pruned,s09
s19,s14,2.0,9.555139799169286,2.0,10.0,12.0,,,,,,,,,stage1_pruned,s09
s30,s14,2.0,9.568973180577299,2.0,11.0,13.0,,,,,,,,,stage1_pruned,s09
s17,s14,2.0,9.688737183150625,2.0,12.0,14.0,,,,,,,,,stage1_pruned,s09
s20,s14,2.0,9.738814022731226,2.0,13.0,15.0,,,,,,,,,stage1_pruned,s09
s07,s14,2.0,9.890822421071315,2.0,14.0,16.0,,,,,,,,,stage1_pruned,s09
s31,s14,2.0,9.964883300795886,2.0,15.0,17.0,,,,,,,,,stage1_pruned,s09
s06,s14,2.0,9.986097814227342,2.0,16.0,18.0,,,,,,,,,stage1_pruned,s09
s13,s14,2.0,10.015787095161746,2.0,17.0,19.0,,,,,,,,,stage1_pruned,s09
s21,s14,2.0,10.101508451741845,2.0,18.0,20.0,,,,,,,,,stage1_pruned,s09
s12,s14,2.0,10.411467871859486,2.0,19.0,21.0,,,,,,,,,stage1_pruned,s09
s28,s14,2.0,10.448836598750486,2.0,20.0,22.0,,,,,,,,,stage1_pruned,s09
s25,s14,2.0,10.529193460442906,2.0,21.0,23.0,,,,,,,,,stage1_pruned,s09
s24,s14,2.0,10.632628090065246,2.0,22.0,24.0,,,,,,,,,stage1_pruned,s09
s29,s14,2.0,10.74977634396904,2.0,23.0,25.0,,,,,,,,,stage1_pruned,s09
s27,s14,2.0,10.883327589557814,2.0,24.0,26.0,,,,,,,,,stage1_pruned,s09
s03,s14,2.0,10.908221163533534,2.0,25.0,27.0,,,,,,,,,stage1_pruned,s09
s02,s14,2.0,11.173360299519297,2.0,26.0,28.0,,,,,,,,,stage1_pruned,s09
s04,s14,2.0,11.222167874637968,2.0,27.0,29.0,,,,,,,,,stage1_pruned,s09
s23,s14,2.0,11.43940685226178,2.0,28.0,30.0,,,,,,,,,stage1_pruned,s09
s22,s14,2.0,12.007963540922184,2.0,29.0,31.0,,,,,,,,,stage1_pruned,s09
s01,s14,1.9833333333333334,12.735579366304965,1.0,31.0,32.0,,,,,,,,,stage1_pruned,s09
s11,s14,2.0,12.660284954967562,2.0,30.0,32.0,,,,,,,,,stage1_pruned,s09
s16,s15,2.0,7.909300101821583,2.0,4.0,6.0,60.0,1.0,0.65,1.0,1.0,0.8612068965517242,0.9886238021824287,0.9016725694194664,stage2_probe,s16
s07,s15,2.0,7.799357341181762,2.0,3.0,5.0,60.0,1.0,0.6586206896551724,1.0,1.0,0.7534482758620691,0.9970223745137697,0.8822649118291368,stage2_probe,s16
s10,s15,2.0,8.175483266467031,2.0,5.0,7.0,60.0,1.0,0.4560344827586207,1.0,1.0,0.7827586206896552,0.9673840558157392,0.8461278234804421,stage2_probe,s16
s32,s15,2.0,7.6960622066578175,2.0,2.0,4.0,60.0,1.0,0.2793103448275862,1.0,1.0,0.7465517241379309,0.9254227844657259,0.8014435530163897,stage2_probe,s16
